bcat,kras,label
0.9999814,1.8577206e-05,0
0.21773279,0.7822672,0
0.9999926,7.4496593e-06,0
0.9999999,7.149078e-08,0
0.99999905,9.345233e-07,0
0.9999981,1.9213944e-06,0
0.9987424,0.0012576485,0
0.9999999,8.6991626e-08,0
1.0,4.966845e-08,0
0.9999999,8.210635e-08,0
0.9999982,1.7454552e-06,0
0.99939084,0.0006091339,0
0.9999995,4.991395e-07,0
1.0,1.0856089e-09,0
1.0,3.409329e-10,0
0.99994683,5.320567e-05,0
0.99999905,1.0071099e-06,0
0.9817669,0.018233132,0
0.99999964,3.7971662e-07,0
1.0,2.24041e-09,0
1.0,4.8426262e-08,0
0.99999416,5.896317e-06,0
1.0,9.106247e-09,0
0.96310323,0.036896735,0
1.0,3.7448543e-12,0
1.0,4.325562e-08,0
1.0,2.9862107e-08,0
0.99999404,5.969053e-06,0
0.9999629,3.7070924e-05,0
0.9999999,1.1460379e-07,0
1.0,1.8480926e-09,0
0.9964116,0.0035883698,0
0.99975103,0.00024898458,0
0.99999917,8.6615603e-07,0
0.99989915,0.000100876634,0
0.9989221,0.0010779112,0
0.9999957,4.3339387e-06,0
0.99999905,9.382561e-07,0
0.9999999,1.4309855e-07,0
0.9999999,1.4290556e-07,0
1.0,3.935441e-09,0
0.9999988,1.2375474e-06,0
0.9998647,0.00013522505,0
0.9999999,1.4228925e-07,0
0.9999912,8.8439765e-06,0
0.97467345,0.025326569,0
0.999954,4.6050787e-05,0
0.9998462,0.00015373014,0
0.9869912,0.013008785,0
0.9999995,4.6032198e-07,0
1.0,1.1923361e-08,0
0.9245551,0.07544488,0
0.99998164,1.8322507e-05,0
0.999577,0.00042302697,0
0.9999832,1.6829168e-05,0
0.8548592,0.14514087,0
0.9998474,0.00015253514,0
0.99898654,0.0010134,0
0.9999981,1.8832773e-06,0
0.99979097,0.00020899404,0
0.9999993,7.5333156e-07,0
0.9999999,6.293871e-08,0
0.9999589,4.1075422e-05,0
0.9640505,0.035949565,0
0.9990068,0.0009931896,0
0.65035075,0.34964928,0
0.95644075,0.04355925,0
0.66320246,0.33679748,0
1.0,4.4677906e-09,0
0.9999732,2.6810978e-05,0
0.20458579,0.79541427,0
0.21952792,0.7804721,0
0.99990845,9.15323e-05,0
0.11311206,0.8868879,0
0.15087093,0.8491291,0
0.9996917,0.00030826253,0
0.8074694,0.19253059,0
0.41432393,0.5856761,0
0.999982,1.7995888e-05,0
0.9841266,0.01587339,0
0.95719194,0.042808026,0
0.99933654,0.0006634399,0
0.23036687,0.7696332,0
0.999835,0.00016493927,0
0.9984699,0.0015300645,0
0.99948955,0.00051040505,0
0.99895525,0.0010447004,0
0.59697294,0.40302697,0
0.9999964,3.5413375e-06,0
0.46921188,0.5307881,0
1.0,5.0249806e-08,0
0.99999976,2.541018e-07,0
0.9999347,6.5357664e-05,0
0.9993135,0.00068647816,0
0.9431549,0.056845147,0
0.9994985,0.00050146214,0
0.92887956,0.0711205,0
0.99671835,0.0032816164,0
0.9194419,0.08055813,0
0.26346335,0.7365366,0
0.98206466,0.017935293,0
0.9999995,5.2002974e-07,0
0.9981755,0.0018244713,0
0.99969673,0.00030333007,0
0.9999807,1.9296307e-05,0
0.9991697,0.0008303112,0
0.999616,0.00038390522,0
0.9915798,0.008420252,0
0.99006057,0.009939412,0
0.99999774,2.2144084e-06,0
0.9999993,6.6744855e-07,0
0.999998,2.0360653e-06,0
0.99917954,0.0008204542,0
0.9999924,7.678244e-06,0
1.0,2.3132849e-08,0
0.813396,0.18660401,0
0.99864274,0.0013572469,0
0.92174536,0.07825463,0
0.9994137,0.00058625505,0
0.996349,0.003651038,0
0.9909643,0.0090356665,0
0.9832978,0.016702134,0
0.9968759,0.0031241432,0
0.9357991,0.06420087,0
0.9163562,0.08364382,0
0.9834326,0.016567413,0
0.9998838,0.000116260744,0
0.9999989,1.0742682e-06,0
0.9956715,0.0043285545,0
0.52651405,0.47348595,0
0.50629944,0.49370053,0
0.12291202,0.87708795,0
0.9861268,0.013873168,0
0.99724776,0.0027522603,0
0.98708665,0.0129133845,0
0.9999101,8.98184e-05,0
0.97818667,0.021813381,0
0.9999386,6.139773e-05,0
0.8775304,0.12246957,0
0.8766994,0.12330061,0
0.9999646,3.5411926e-05,0
0.9987865,0.0012135609,0
0.97034496,0.029654993,0
0.9996301,0.00036985305,0
0.94767183,0.05232816,0
0.99096125,0.0090386765,0
0.9823828,0.017617151,0
